property_type,price,location,city,baths,bedrooms,Area_in_Marla
House,25900000,Scheme 33,Karachi,6,6,9.6
House,25300000,Scheme 33,Karachi,6,6,9.6
House,25400000,Scheme 33,Karachi,6,6,9.6
House,27300000,Scheme 33,Karachi,6,6,9.6
House,25200000,Scheme 33,Karachi,6,6,9.6
House,25100000,Scheme 33,Karachi,6,6,9.6
House,27700000,Scheme 33,Karachi,6,6,9.6
House,27400000,Scheme 33,Karachi,6,6,9.6
Flat,10800000,Bahria Town Karachi,Karachi,3,3,8.0
House,27600000,Scheme 33,Karachi,6,6,9.6
House,28600000,Scheme 33,Karachi,6,6,9.6
House,25000000,Scheme 33,Karachi,6,6,9.6
House,27500000,Scheme 33,Karachi,6,6,9.6
Flat,5200000,DHA Defence,Islamabad,3,2,4.9
House,15000000,Bahria Town,Islamabad,4,4,5.0
House,3100000,DHA Defence,Islamabad,2,2,5.0
House,35000000,Bahria Town,Lahore,7,6,20.0
House,12700000,Bahria Town,Lahore,4,3,8.0
House,14000000,Bahria Town,Lahore,6,5,8.0
House,38000000,Bahria Town,Lahore,6,6,20.0
House,25000000,Walled City,Lahore,2,4,2.0
House,24000000,Bahria Town,Lahore,6,5,12.0
House,12000000,Bahria Town,Lahore,3,3,5.0
House,13500000,Bahria Town,Lahore,4,3,5.0
House,22500000,Bahria Town,Lahore,6,5,10.0
House,17500000,Bahria Town,Lahore,5,5,10.0
House,16000000,Bahria Town,Lahore,5,5,10.0
House,23500000,Bahria Town,Lahore,6,5,11.0
House,15000000,Bahria Town,Lahore,5,4,7.0
House,16500000,Bahria Town,Lahore,6,5,10.0
House,20000000,Bahria Town,Lahore,5,5,10.0
House,11500000,Bahria Town,Lahore,4,3,5.0
House,14000000,Bahria Town,Lahore,5,4,8.0
House,25000000,Bahria Town,Lahore,6,5,10.0
House,22500000,Bahria Town,Lahore,6,5,10.0
House,20000000,Bahria Town,Lahore,6,5,10.0
House,33500000,Bahria Town,Lahore,7,6,20.0
House,17500000,Bahria Town,Lahore,5,5,10.0
House,24500000,Bahria Town,Lahore,6,5,11.0
House,25500000,Bahria Town,Lahore,6,5,11.0
House,22500000,Bahria Town,Lahore,6,5,10.0
House,17500000,Bahria Town,Lahore,6,5,8.0
House,18500000,Bahria Town,Lahore,6,5,10.0
House,21000000,Bahria Town,Lahore,6,5,10.0
House,20000000,Bahria Town,Lahore,6,5,11.0
House,14700000,Bahria Town,Lahore,7,5,10.0
Flat,18000000,Askari,Lahore,3,3,10.0
House,41500000,DHA Defence,Lahore,5,5,20.0
House,32500000,DHA Defence,Lahore,4,4,10.0
House,4600000,Harbanspura,Lahore,2,4,2.0
House,25000000,Tariq Gardens,Lahore,6,5,10.0
House,23500000,Tariq Gardens,Lahore,6,5,10.0
House,28000000,Valencia Housing Society,Lahore,7,6,16.0
House,13000000,Bahria Town,Lahore,4,3,5.0
Flat,16700000,DHA Defence,Lahore,1,1,3.5
House,40000000,Bahria Town Rawalpindi,Rawalpindi,5,5,18.0
House,5200000,Adiala Road,Rawalpindi,3,2,5.0
Flat,717000,Bahria Town Rawalpindi,Rawalpindi,1,1,2.2
House,20000000,Bahria Town Rawalpindi,Rawalpindi,5,5,10.0
House,8000000,Gulshan Abad,Rawalpindi,4,4,5.0
Flat,11500000,Bahria Town Karachi,Karachi,3,3,8.0
House,28400000,Scheme 33,Karachi,6,6,9.6
House,26700000,Scheme 33,Karachi,6,6,9.6
House,28000000,Scheme 33,Karachi,6,6,9.6
House,26900000,Scheme 33,Karachi,6,6,9.6
Flat,9900000,Bahria Town Karachi,Karachi,3,3,8.0
House,27100000,Scheme 33,Karachi,6,6,9.6
House,28300000,Scheme 33,Karachi,6,6,9.6
House,12200000,Bahria Town Karachi,Karachi,3,3,8.0
House,12500000,Bahria Town Karachi,Karachi,3,3,8.0
House,28200000,Scheme 33,Karachi,6,6,9.6
House,28100000,Scheme 33,Karachi,6,6,9.6
House,9000000,Bahria Town Karachi,Karachi,3,3,9.4
Flat,32000000,Khalid Bin Walid Road,Karachi,4,4,9.8
Flat,32000000,Jamshed Town,Karachi,4,4,8.9
House,8500000,Bahria Town Karachi,Karachi,3,3,5.0
House,13000000,Bahria Town Karachi,Karachi,3,3,8.0
House,19200000,Bahria Town Karachi,Karachi,3,3,8.0
House,17400000,Bahria Town Karachi,Karachi,3,3,8.0
House,17000000,Bahria Town Karachi,Karachi,4,4,14.0
House,14500000,Bahria Town Karachi,Karachi,3,3,8.0
House,14000000,Bahria Town Karachi,Karachi,3,3,14.0
House,29000000,Scheme 33,Karachi,6,6,9.6
House,28900000,Scheme 33,Karachi,6,6,9.6
House,5500000,Bahria Town Karachi,Karachi,3,3,8.0
House,9000000,Bahria Town Karachi,Karachi,3,3,9.4
House,7250000,Bahria Town Karachi,Karachi,3,3,8.0
House,9800000,Bahria Town Karachi,Karachi,4,3,8.0
Flat,4700000,Bahria Town Karachi,Karachi,2,2,4.2
House,8500000,Bahria Town Karachi,Karachi,4,3,8.0
House,10700000,Bahria Town Karachi,Karachi,4,3,8.0
Flat,7200000,Bahria Town Karachi,Karachi,3,3,8.0
House,32500000,Gulistan-e-Jauhar,Karachi,5,5,8.0
House,14000000,Bahria Town Karachi,Karachi,4,4,14.0
Flat,4000000,Bahria Town Karachi,Karachi,2,2,4.2
House,25000000,Scheme 33,Karachi,6,6,9.6
House,7800000,Gadap Town,Karachi,2,4,4.8
House,27000000,Scheme 33,Karachi,7,6,9.6
House,9700000,Gadap Town,Karachi,3,4,6.4
House,20000000,Scheme 33,Karachi,4,4,4.8
Flat,4700000,Abul Hassan Isphani Road,Karachi,3,3,7.1
House,7700000,Scheme 33,Karachi,2,3,5.6
Flat,11000000,Cantt,Karachi,2,2,4.0
House,35000000,Gulistan-e-Jauhar,Karachi,3,6,12.0
House,42500000,Gulistan-e-Jauhar,Karachi,3,6,12.0
House,42500000,Gulistan-e-Jauhar,Karachi,2,4,20.0
Flat,1700000,Gulberg,Islamabad,1,1,3.4
Flat,8200000,I-8,Islamabad,2,2,5.8
House,23500000,Islamabad Expressway,Islamabad,6,5,10.9
Flat,7400000,F-11,Islamabad,1,1,3.3
House,22500000,G-14,Islamabad,5,5,6.7
House,12000000,Central Park Housing Scheme,Lahore,3,3,10.0
House,3500000,Harbanspura,Lahore,2,2,2.0
House,10500000,Bahria Town,Lahore,4,3,5.0
House,12200000,Bahria Town,Lahore,4,3,5.0
Flat,20500000,Askari,Lahore,3,3,10.0
House,13000000,Bahria Town,Lahore,4,4,8.0
House,16500000,State Life Housing Society,Lahore,5,4,9.0
Flat,18000000,Askari,Lahore,4,4,12.0
House,21000000,DHA Defence,Lahore,5,4,10.0
Flat,11300000,Askari,Lahore,3,3,10.0
House,11800000,Johar Town,Lahore,5,4,5.0
House,34000000,DHA Defence,Lahore,4,4,10.0
House,32500000,DHA Defence,Lahore,5,4,10.0
House,19500000,DHA Defence,Lahore,3,3,5.0
House,7000000,Harbanspura,Lahore,4,3,3.0
House,43000000,DHA Defence,Lahore,6,5,20.0
House,9000000,Gulshan Abad,Rawalpindi,3,2,10.0
House,6400000,Adiala Road,Rawalpindi,3,2,6.0
House,21000000,Tulsa Road,Rawalpindi,5,5,16.5
House,17000000,Tulsa Road,Rawalpindi,4,4,10.0
House,7000000,Samarzar Housing Society,Rawalpindi,4,4,5.0
House,9000000,Adiala Road,Rawalpindi,3,3,10.0
Flat,4000000,Bahria Town Rawalpindi,Rawalpindi,2,2,2.8
Flat,1979000,Bahria Town Rawalpindi,Rawalpindi,3,3,6.3
House,16000000,Gulshan Abad,Rawalpindi,5,5,10.0
House,7500000,Adiala Road,Rawalpindi,2,2,7.0
House,32500000,Gulistan-e-Jauhar,Karachi,3,6,9.6
Flat,4500000,Gulshan-e-Iqbal Town,Karachi,2,2,4.2
Flat,12500000,Gulistan-e-Jauhar,Karachi,3,3,6.7
Flat,6500000,Gulistan-e-Jauhar,Karachi,2,2,4.7
House,17000000,Scheme 33,Karachi,5,4,4.8
House,3500000,Malir,Karachi,2,3,2.0
House,4000000,Malir,Karachi,2,3,1.6
House,20500000,Bahria Town Karachi,Karachi,3,3,8.0
Flat,12000000,DHA Defence,Karachi,2,2,4.2
House,20000000,Bahria Town Karachi,Karachi,3,3,8.0
House,19500000,Bahria Town Karachi,Karachi,3,3,8.0
House,19000000,Bahria Town Karachi,Karachi,3,3,8.0
House,18500000,Bahria Town Karachi,Karachi,3,3,8.0
House,14500000,Bahria Town Karachi,Karachi,3,3,6.0
House,2700000,Malir,Karachi,2,3,2.4
House,14200000,Bahria Town Karachi,Karachi,3,3,6.0
House,14000000,Bahria Town Karachi,Karachi,3,3,6.0
House,13800000,Bahria Town Karachi,Karachi,3,3,6.0
House,13500000,Bahria Town Karachi,Karachi,3,3,6.0
Lower Portion,6500000,Scheme 33,Karachi,3,3,56.0
Flat,2100000,Gadap Town,Karachi,1,1,2.0
Flat,2800000,Gadap Town,Karachi,2,2,3.3
Flat,4300000,Gadap Town,Karachi,2,2,4.0
Flat,4500000,Gadap Town,Karachi,2,2,4.0
House,37500000,Emaar Canyon Views,Islamabad,5,4,22.0
House,27500000,Park View City,Islamabad,5,5,10.0
House,40000000,Park View City,Islamabad,5,5,20.0
Flat,6750000,G-10,Islamabad,2,2,4.0
House,42500000,G-11,Islamabad,3,3,14.2
Flat,8336000,Gulberg,Islamabad,2,2,4.6
House,25000000,DHA Defence,Lahore,5,4,10.0
House,38500000,DHA Defence,Lahore,4,4,10.0
House,6500000,Harbanspura,Lahore,3,3,3.0
House,15500000,DHA Defence,Lahore,4,3,5.0
House,28000000,DHA Defence,Lahore,4,4,10.0
House,36500000,Askari,Lahore,4,4,17.0
House,22000000,DHA Defence,Lahore,3,3,6.0
House,32000000,DHA Defence,Lahore,5,5,10.0
House,4500000,Mian Aziz Garden,Lahore,2,2,4.0
House,16500000,DHA Defence,Lahore,4,3,5.0
House,43500000,DHA Defence,Lahore,6,5,20.0
House,40000000,DHA Defence,Lahore,4,4,10.0
House,42500000,Valencia Housing Society,Lahore,7,5,22.0
House,42000000,DHA Defence,Lahore,5,4,10.0
House,17000000,DHA 11 Rahbar,Lahore,6,5,8.0
House,39000000,DHA Defence,Lahore,5,4,10.0
House,16000000,Canal Garden,Lahore,7,6,10.0
House,26000000,DHA Defence,Lahore,4,4,10.0
House,5500000,Harbanspura,Lahore,3,3,3.0
House,22000000,DHA Defence,Lahore,5,4,7.0
House,5200000,Adiala Road,Rawalpindi,2,2,5.0
House,15000000,Gulshan Abad,Rawalpindi,6,5,10.0
House,9800000,Adiala Road,Rawalpindi,5,4,7.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,6,6,22.0
House,6000000,Adiala Road,Rawalpindi,5,4,5.0
House,3500000,Adiala Road,Rawalpindi,3,2,5.0
House,3300000,Awan Town,Rawalpindi,4,4,4.0
House,4000000,Adiala Road,Rawalpindi,2,2,5.0
House,11500000,Adiala Road,Rawalpindi,5,4,11.0
House,27000000,Scheme 33,Karachi,6,6,9.6
House,23000000,Gadap Town,Karachi,6,6,11.5
House,32500000,DHA Defence,Islamabad,5,5,20.0
Flat,5700000,E-11,Islamabad,2,2,7.1
House,22500000,DHA Defence,Lahore,5,4,7.0
House,11000000,Paragon City,Lahore,4,3,5.0
House,27500000,Wapda Town,Lahore,7,6,10.0
House,28000000,Askari,Lahore,4,4,12.0
House,24000000,Paragon City,Lahore,5,5,10.0
House,21000000,Lake City,Lahore,6,5,10.0
House,13000000,Lake City,Lahore,4,4,10.0
House,15500000,Lake City,Lahore,5,5,7.0
House,23500000,Lake City,Lahore,6,5,10.0
House,12500000,Lake City,Lahore,5,4,5.0
House,8000000,Lake City,Lahore,2,3,5.0
House,42500000,DHA Defence,Lahore,5,4,10.0
House,16000000,Lake City,Lahore,5,4,12.0
House,21000000,Lake City,Lahore,5,4,10.0
House,29000000,Lake City,Lahore,4,4,14.0
House,11500000,Faisal Town,Lahore,3,3,5.0
House,32500000,DHA Defence,Lahore,4,4,10.0
House,32000000,DHA Defence,Lahore,4,4,16.0
House,29000000,DHA Defence,Lahore,6,5,20.0
House,31000000,DHA Defence,Lahore,5,5,20.0
House,32500000,State Life Housing Society,Lahore,5,5,20.0
House,11500000,Punjab Coop Housing Society,Lahore,3,3,5.0
House,11500000,State Life Housing Society,Lahore,3,3,5.0
House,36000000,State Life Housing Society,Lahore,6,5,20.0
House,28000000,DHA Defence,Lahore,3,3,20.0
House,6000000,Ichhra,Lahore,4,5,2.0
House,6500000,Rasool Park,Lahore,4,4,3.0
House,9500000,Ichhra,Lahore,4,5,4.0
House,7500000,Lalazar,Lahore,4,4,3.0
House,23500000,Valencia Housing Society,Lahore,6,5,10.0
Flat,5000000,Bahria Town Rawalpindi,Rawalpindi,1,1,2.8
House,6500000,Adiala Road,Rawalpindi,4,4,4.0
House,6500000,Friends Colony,Rawalpindi,4,4,3.6
House,6800000,Gulshan Abad,Rawalpindi,3,2,10.0
House,8500000,Gulshan Abad,Rawalpindi,4,3,11.0
House,8500000,Adiala Road,Rawalpindi,4,3,11.0
House,8500000,Adiala Road,Rawalpindi,3,3,10.0
House,9000000,Adiala Road,Rawalpindi,4,4,5.0
House,4500000,Gulshan Abad,Rawalpindi,2,2,5.0
House,6800000,Adiala Road,Rawalpindi,4,4,6.0
House,6000000,Adiala Road,Rawalpindi,2,2,6.0
House,5500000,Adiala Road,Rawalpindi,2,2,5.0
House,27000000,Bahria Town Rawalpindi,Rawalpindi,5,5,10.0
House,17000000,Islamabad Highway,Rawalpindi,4,2,12.0
House,3500000,Rawat,Rawalpindi,2,2,5.0
House,39000000,Bahria Town Rawalpindi,Rawalpindi,5,5,32.0
Flat,28000000,Jamshed Town,Karachi,4,3,8.2
Flat,6800000,Bahria Town Karachi,Karachi,2,2,4.2
Flat,2200000,DHA Defence,Karachi,2,2,4.2
Flat,13000000,DHA Defence,Karachi,3,3,6.2
House,5500000,Manzoor Colony,Karachi,2,4,2.2
House,9500000,Manzoor Colony,Karachi,2,2,2.0
House,11000000,Manzoor Colony,Karachi,2,4,4.0
Flat,5500000,Manzoor Colony,Karachi,3,3,4.0
House,35000000,DHA Defence,Karachi,3,3,4.0
House,35000000,DHA Defence,Karachi,5,5,4.0
House,36000000,DHA Defence,Karachi,3,3,4.0
House,35000000,DHA Defence,Karachi,4,4,4.0
Flat,8500000,DHA Defence,Karachi,2,2,4.4
Flat,9200000,Gulistan-e-Jauhar,Karachi,4,3,5.8
House,40500000,DHA Defence,Karachi,2,4,4.0
House,7500000,DHA Defence,Islamabad,4,3,8.0
House,6200000,DHA Defence,Islamabad,4,3,8.0
House,4500000,DHA Defence,Islamabad,4,3,8.0
House,3600000,DHA Defence,Islamabad,2,2,5.0
Flat,15500000,F-11,Islamabad,3,3,6.1
House,2800000,DHA Defence,Islamabad,2,2,5.0
House,2300000,DHA Defence,Islamabad,2,2,5.0
House,10000000,B-17,Islamabad,4,3,5.0
Flat,6400000,Gulberg,Islamabad,1,1,2.0
House,16400000,Bahria Town,Lahore,7,5,10.0
House,18000000,Bahria Town,Lahore,7,5,10.0
House,16800000,Bahria Town,Lahore,7,5,10.0
House,19500000,Bahria Town,Lahore,7,5,10.0
House,16600000,Bahria Town,Lahore,7,5,10.0
House,17900000,Bahria Town,Lahore,7,5,10.0
House,22500000,DHA Defence,Lahore,5,4,7.0
House,43500000,DHA Defence,Lahore,6,5,20.0
House,32000000,DHA Defence,Lahore,5,4,10.0
House,36000000,DHA Defence,Lahore,5,5,20.0
House,40000000,DHA Defence,Lahore,6,5,20.0
House,25500000,Bahria Town,Lahore,7,5,11.0
House,32500000,DHA Defence,Lahore,4,4,10.0
House,22000000,Bahria Town,Lahore,7,5,10.0
House,16000000,Central Park Housing Scheme,Lahore,6,6,10.0
House,18200000,Bahria Town,Lahore,7,5,10.0
House,12000000,Jubilee Town,Lahore,5,5,5.0
House,36000000,DHA Defence,Lahore,4,4,20.0
House,20000000,DHA Defence,Lahore,3,3,5.0
House,17000000,Bahria Town,Lahore,7,5,10.0
House,36000000,DHA Defence,Lahore,6,6,20.0
House,11500000,Jubilee Town,Lahore,6,6,5.0
House,5500000,DHA Defence,Lahore,3,3,3.0
House,16800000,Bahria Town,Lahore,7,5,10.0
House,20000000,Bahria Town,Lahore,7,5,10.0
House,33500000,DHA Defence,Lahore,3,3,20.0
House,18000000,DHA Defence,Lahore,3,3,7.0
House,40000000,DHA Defence,Lahore,5,5,20.0
House,14500000,DHA Defence,Lahore,3,3,6.0
House,32500000,DHA Defence,Lahore,3,3,20.0
House,17200000,Bahria Town,Lahore,7,5,10.0
House,16500000,Johar Town,Lahore,6,5,5.0
House,11500000,Jubilee Town,Lahore,6,5,5.0
House,17100000,Bahria Town,Lahore,7,5,10.0
House,21500000,DHA Defence,Lahore,4,3,7.0
House,12500000,Johar Town,Lahore,4,3,5.0
House,14500000,DHA Defence,Lahore,3,3,5.0
House,18000000,Sukh Chayn Gardens,Lahore,5,4,10.0
House,13500000,Bahria Town,Lahore,4,3,9.0
House,24900000,Bahria Town,Lahore,7,5,12.0
House,16000000,DHA Defence,Lahore,3,3,5.0
House,10500000,Range Road,Rawalpindi,4,4,5.0
Flat,2800000,Capital Awami Villas,Rawalpindi,4,2,3.6
Flat,24000000,DHA Defence,Karachi,3,3,7.6
Flat,11000000,Defence View Society,Karachi,2,2,5.3
Flat,33500000,Clifton,Karachi,3,3,8.0
Flat,4000000,DHA Defence,Karachi,2,1,2.0
Flat,11000000,DHA Defence,Karachi,2,2,4.0
Flat,11500000,DHA Defence,Karachi,2,2,4.0
Flat,40000,DHA Defence,Karachi,2,2,4.0
Flat,7000000,Gulistan-e-Jauhar,Karachi,2,2,4.4
House,17500000,Scheme 33,Karachi,5,4,4.8
House,9500000,Bahria Town Karachi,Karachi,4,3,6.1
House,14000000,Bahria Town Karachi,Karachi,5,4,14.0
Flat,5200000,Bahria Town Karachi,Karachi,2,2,4.2
Flat,3200000,Gulberg,Islamabad,1,1,1.0
Flat,9600000,Gulberg,Islamabad,2,2,2.9
House,10800000,Bahria Town,Islamabad,3,3,5.0
House,3000000,Burma Town,Islamabad,1,2,2.5
House,50000,G-11,Islamabad,4,3,5.0
Flat,6855000,Faisal Town - F-18,Islamabad,2,2,5.1
House,37000000,G-11,Islamabad,5,6,9.0
House,37000000,G-11,Islamabad,6,5,7.0
House,26000000,G-11,Islamabad,4,4,5.0
Lower Portion,35000,I-10,Islamabad,2,2,5.0
House,3000000,Adiala Road,Rawalpindi,2,2,3.0
House,4500000,Adiala Road,Rawalpindi,2,2,5.0
House,25500000,Bahria Town Rawalpindi,Rawalpindi,5,5,10.0
House,9000000,Adiala Road,Rawalpindi,4,4,5.0
House,7500000,Khurram Colony,Rawalpindi,5,6,3.0
House,9000000,Adiala Road,Rawalpindi,4,3,10.0
House,25000000,DHA Defence,Lahore,4,4,11.0
House,29000000,DHA Defence,Lahore,4,4,10.0
House,22500000,DHA Defence,Lahore,5,4,8.0
House,12200000,State Life Housing Society,Lahore,4,3,5.0
House,13600000,Bahria Town,Lahore,6,4,8.0
House,14500000,Johar Town,Lahore,6,5,5.0
House,15300000,Bahria Town,Lahore,6,4,10.0
House,8500000,Bahria Town,Lahore,4,3,6.0
House,23500000,DHA Defence,Lahore,4,3,7.0
House,24500000,Valencia Housing Society,Lahore,6,5,10.0
House,16800000,Bahria Town,Lahore,7,5,10.0
House,41000000,DHA Defence,Lahore,6,5,20.0
House,13000000,Bahria Town,Lahore,6,4,8.0
House,29500000,DHA Defence,Lahore,5,4,10.0
House,39000000,DHA Defence,Lahore,5,4,10.0
House,12000000,Canal Bank Housing Scheme,Lahore,4,6,5.0
House,15000000,DHA Defence,Lahore,3,3,5.0
House,37000000,DHA Defence,Lahore,6,5,20.0
House,22500000,Johar Town,Lahore,5,4,10.0
House,11000000,Wapda Town,Lahore,3,4,5.0
House,17800000,Bahria Town,Lahore,7,5,10.0
House,14500000,Johar Town,Lahore,6,5,5.0
House,40000000,DHA Defence,Lahore,6,5,20.0
House,32500000,Canal Bank Housing Scheme,Lahore,5,4,20.0
House,24000000,DHA Defence,Lahore,6,5,160.0
Flat,2500000,Bahria Town,Lahore,1,1,2.3
House,26000000,Pak Arab Housing Society,Lahore,5,5,10.0
House,25000000,Pak Arab Housing Society,Lahore,5,5,10.0
House,14500000,Pak Arab Housing Society,Lahore,3,3,5.0
House,8400000,Adiala Road,Rawalpindi,4,4,5.0
House,7500000,Adiala Road,Rawalpindi,4,4,5.0
House,4500000,Adiala Road,Rawalpindi,3,2,5.0
House,5500000,Adiala Road,Rawalpindi,2,2,5.0
House,25500000,Bahria Town Rawalpindi,Rawalpindi,6,5,10.0
House,12000000,GT Road,Rawalpindi,6,6,6.0
House,10500000,Adiala Road,Rawalpindi,6,6,10.0
House,15500000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
House,2300000,Adiala Road,Rawalpindi,1,1,2.0
House,4000000,Adiala Road,Rawalpindi,2,2,3.0
House,3500000,Adiala Road,Rawalpindi,2,2,4.0
House,32500000,Bahria Town Rawalpindi,Rawalpindi,5,5,20.0
House,3900000,Peshawar Road,Rawalpindi,2,2,4.4
House,5300000,Adiala Road,Rawalpindi,2,2,5.0
House,22500000,Bahria Town Rawalpindi,Rawalpindi,5,5,11.0
House,37000000,Bahria Town Rawalpindi,Rawalpindi,6,6,20.0
House,5100000,Adiala Road,Rawalpindi,2,2,5.0
House,5600000,Adiala Road,Rawalpindi,4,4,4.0
House,5000000,Bahria Town Karachi,Karachi,3,3,5.0
House,8800000,Bahria Town Karachi,Karachi,4,3,8.0
Flat,7500000,Bahria Town Karachi,Karachi,3,3,8.0
Flat,12800000,Gulshan-e-Iqbal Town,Karachi,3,3,6.4
House,5000000,Gulistan-e-Jauhar,Karachi,3,3,9.6
Flat,11500000,DHA Defence,Karachi,3,3,5.3
House,8000000,Gulistan-e-Jauhar,Karachi,2,2,4.8
Flat,7700000,DHA Defence,Karachi,3,3,5.9
House,11600000,Bahria Town Karachi,Karachi,3,3,8.0
House,8800000,Bahria Town Karachi,Karachi,3,3,9.4
House,12000000,Bahria Town Karachi,Karachi,3,3,8.0
House,11000000,Bahria Town Karachi,Karachi,3,3,5.0
House,14500000,Bahria Town Karachi,Karachi,3,3,14.0
House,32500000,Gulistan-e-Jauhar,Karachi,6,6,10.6
House,12600000,Bahria Town Karachi,Karachi,4,3,8.0
House,22000000,Bahria Town,Islamabad,5,5,10.0
House,23000000,E-11,Islamabad,5,4,6.0
Flat,4100000,GT Road,Islamabad,3,3,6.2
House,18500000,Bahria Town,Lahore,6,5,10.0
House,7800000,Pak Arab Housing Society,Lahore,3,3,3.0
House,7700000,Pak Arab Housing Society,Lahore,3,3,3.0
House,8000000,Pak Arab Housing Society,Lahore,3,3,3.0
House,7300000,Pak Arab Housing Society,Lahore,3,3,3.0
House,7500000,Pak Arab Housing Society,Lahore,3,3,3.0
House,13300000,Pak Arab Housing Society,Lahore,3,3,5.0
House,13700000,Pak Arab Housing Society,Lahore,3,3,5.0
House,14000000,Pak Arab Housing Society,Lahore,3,3,5.0
House,15500000,DHA Defence,Lahore,3,3,5.0
House,13600000,Pak Arab Housing Society,Lahore,3,3,5.0
House,13400000,Pak Arab Housing Society,Lahore,3,3,5.0
House,30000000,Valencia Housing Society,Lahore,7,6,20.0
House,13500000,Pak Arab Housing Society,Lahore,3,3,5.0
House,26000000,Bahria Town,Lahore,7,5,10.0
House,43000000,DHA Defence,Lahore,7,5,20.0
House,15000000,Johar Town,Lahore,7,6,8.0
House,37500000,DHA Defence,Lahore,6,5,20.0
House,4200000,Tajpura,Lahore,3,3,2.0
House,17000000,Johar Town,Lahore,6,5,5.0
House,24000000,Lake City,Lahore,6,5,10.0
House,41000000,DHA Defence,Lahore,7,5,1.0
House,15000000,Johar Town,Lahore,6,5,5.0
House,4500000,Ghous Garden,Lahore,3,3,3.0
House,40000000,DHA Defence,Lahore,7,5,20.0
Lower Portion,70000,Gulberg,Lahore,2,2,12.0
House,7500000,Al Faisal Town,Lahore,5,4,5.0
House,31000000,DHA Defence,Lahore,5,4,10.0
House,27000000,DHA Defence,Lahore,3,3,5.0
House,7200000,Al Faisal Town,Lahore,3,4,3.0
House,13200000,Johar Town,Lahore,6,5,5.0
House,11500000,Johar Town,Lahore,4,3,5.0
House,39500000,DHA Defence,Lahore,6,5,20.0
House,22000000,PIA Housing Scheme,Lahore,3,3,20.0
House,3750000,Shanghai Road,Lahore,3,3,3.0
House,21000000,PIA Housing Scheme,Lahore,5,5,10.0
House,41500000,DHA Defence,Lahore,6,5,20.0
House,6000000,Gulshan Rehman,Faisalabad,4,3,3.0
House,11500000,Millat Town,Faisalabad,2,4,7.0
House,3400000,Adiala Road,Rawalpindi,2,2,3.0
House,26000000,Bahria Town Rawalpindi,Rawalpindi,5,5,12.0
House,11000000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
House,32500000,Bahria Town Rawalpindi,Rawalpindi,5,5,10.0
House,10000000,Gulshan Abad,Rawalpindi,3,3,10.0
House,12500000,Adiala Road,Rawalpindi,4,4,6.0
House,42500000,Bahria Town Rawalpindi,Rawalpindi,5,5,20.0
House,13500000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
Flat,16000000,Gulshan-e-Iqbal Town,Karachi,3,3,6.4
Upper Portion,9000000,Gulshan-e-Iqbal Town,Karachi,2,3,5.6
House,18500000,Bahria Town Karachi,Karachi,3,3,8.0
House,13000000,Jamshed Town,Karachi,2,2,4.8
House,7300000,Falaknaz Presidency,Karachi,2,2,4.7
House,19500000,Bahria Town Karachi,Karachi,3,3,8.0
House,26500000,Gulshan-e-Iqbal Town,Karachi,6,6,4.8
House,14000000,Bahria Town Karachi,Karachi,2,2,6.0
House,10000000,Bahria Town Karachi,Karachi,4,3,8.0
House,10500000,Bahria Town Karachi,Karachi,4,3,8.0
House,13500000,Bahria Town Karachi,Karachi,5,4,14.0
Flat,4800000,Bahria Town Karachi,Karachi,2,2,4.2
Flat,7800000,Bahria Town Karachi,Karachi,3,3,8.0
House,28500000,Gulshan-e-Iqbal Town,Karachi,6,4,6.0
Flat,13500000,University Road,Karachi,4,4,8.4
Flat,3000000,Scheme 33,Karachi,1,1,2.4
Flat,4000000,Scheme 33,Karachi,2,2,3.6
House,35000000,Gulshan-e-Iqbal Town,Karachi,3,3,9.6
House,17500000,D-12,Islamabad,3,3,4.4
Flat,3600000,Bahria Town,Islamabad,1,1,1.8
Flat,3700000,DHA Defence,Islamabad,2,2,5.1
House,10500000,FECHS,Islamabad,5,5,7.0
House,16000000,Bani Gala,Islamabad,4,4,7.0
House,14000000,FECHS,Islamabad,6,6,7.0
Flat,19500000,G-11,Islamabad,2,3,4.9
House,6200000,Baghbanpura,Lahore,2,2,4.0
House,11800000,Johar Town,Lahore,5,4,5.0
House,5800000,Mian Amiruddin Park,Lahore,3,3,3.0
House,11000000,Paragon City,Lahore,4,3,5.0
House,9500000,Al Faisal Town,Lahore,4,4,5.0
House,37500000,DHA Defence,Lahore,4,4,10.0
House,24500000,Tariq Gardens,Lahore,5,5,10.0
House,29000000,DHA Defence,Lahore,4,4,10.0
House,14000000,Wapda Town,Lahore,5,5,5.0
House,35000000,Johar Town,Lahore,6,5,18.0
House,3600000,Mian Amiruddin Park,Lahore,2,2,2.0
House,25000000,DHA Defence,Lahore,4,4,10.0
House,26000000,DHA Defence,Lahore,4,4,10.0
House,15000000,Johar Town,Lahore,4,4,5.0
House,13000000,Bahria Town,Lahore,3,3,8.0
House,14000000,Johar Town,Lahore,6,5,5.0
House,8000000,Shadbagh,Lahore,2,5,4.5
House,10500000,Johar Town,Lahore,6,5,5.0
House,12500000,Bahria Town,Lahore,4,3,5.0
